"Product Name","SKU","Collection","Sipsy Price","Competitor Low Price","Competitor Low URL","Competitor Median Price","Competitor Median URL","Competitor High Price","Competitor High URL","Price Diff vs Low","Price Diff vs Median","Notes"
"Tenjaku Blended Whiskey - 750ml","","","47.99","32.99","https://www.totalwine.com/spirits/japanese-whisky/tenjaku-whisky/p/228625750","42.99","https://www.caskers.com/tenjaku-blended-japanese-whiskey/","51.0","https://www.wine-searcher.com/find/tenjaku+whisky+japan/1/usa","15.0","5.0","Prices collected from available search results. Amazon, Vivino, and Liquor.com were not included in search results. Data represents current pricing from online retailers including Total Wine & More, Caskers, Wine-Searcher, Liquor Express, The Liquor Barn, Holeman and Finch, El Cerrito Liquor, and The Whisky Shop."
"Templeton Rye Whiskey - 750ml","","","38.99","29.99","https://www.thebarreltap.com/collections/templeton-rye","36","https://www.wine-searcher.com/find/templeton+the+good+stuff+four+old+rye+whisky+iowa+usa","59.99","https://countrysips.com/products/templeton-rye-whisky-750ml","9.0","2.99","Prices from various online retailers including The Barrel Tap ($29.99), Wine-Searcher avg ($36), Lisa's Liquor Barn ($36.99), Caskers ($32.99), Country Sips ($59.99). Total Wine listing lacks specific price. Limited matches from specified retailers (Amazon, Vivino, Liquor.com absent)."
"Talisker Distiller's Edition Double Matured Single Malt Scotch Whisky - 750ml","","","109.99","79.99","https://www.missionliquor.com/products/talisker-distillers-edition-double-matured-amoroso-seasoned-american-oak-casks-single-malt-whisky-750ml","89.99","https://sipwhiskey.com/products/talisker-the-distillers-edition-2023-double-matured-in-amoroso-seasoned-american-oak-casks","109.99","https://sipsy.com/products/talisker-distillers-edition-double-matured-single-malt-scotch-whisky-750ml","30.0","20.0","Prices from search results for 750ml bottles; Total Wine, Amazon, Vivino, Liquor.com had no specific prices listed. Median calculated from available prices: 79.99, 89, 89.99, 99, 109.99."
"Talisker 10-Year-Old Single Malt Scotch Whisky - 750ml","","","69.99","57.99","https://chililiquor.com/spirits/scotch/talisker-10-year-single-malt-scotch-whisky-750ml","74.0","https://www.wine-searcher.com/find/talisker+ten+old+single+malt+scotch+whisky+isle+skye+island+scotland/1/usa-ca","79.99","https://kegnbottle.com/products/10-year-talisker-single-malt-scotch-750-ml","12.0","-4.01","Prices from available sources; Total Wine, Amazon, Vivino, Liquor.com did not list explicit prices in results. Used ex-tax avg $74 as median. Confirmed 750ml where specified."
"Suntory Yamazaki 12-Year-Old Whisky: 100th Anniversary Edition - 750ml","","","299.99","259.99","https://www.totalwine.com/spirits/japanese-whisky/yamazaki-japanese-whisky-12yr-100th-anniversary-edition/p/2126225723","399.99","https://www.nestorliquor.com/products/yamazaki-12-year-100th-anniversary-limited-edition","459.99","https://tastersclub.com/products/the-yamazaki-12-year-100th-anniversary","40.0","-100.0","Prices from Total Wine ($259.99)[1], Nestor Liquor/Jensen's/Whiskey Caviar/Whisky and Whiskey ($399.99)[2][3][4][5], Taster's Club ($459.99)[8], Preet Liquor ($199.99 possibly erroneous/out of stock)[9]. No prices found from Amazon, Vivino, or Liquor.com. Wine-Searcher avg $274[7]."
"Screwball Peanut Butter Whiskey Krew Pack - 8 - 50ml","","","24.99","19.99","https://www.target.com/p/skrewball-peanut-butter-whiskey-krewpack-8pk-50ml-bottles/-/A-82019849","24.99","https://sipsy.com/products/skrewball-peanut-butter-whiskey-krew-pack-8-pack-50ml","26.99","https://www.safeway.com/shop/product-details.960547036.html","5.0","0.0","Prices from retailers including Target ($19.99), 3 Brothers Liquor ($22.99), Sipsy ($24.99), Safeway ($26.99). Jewel-Osco ($2.79) appears to be per single 50ml bottle, not 8-pack. No prices found on Amazon, Vivino, Liquor.com, or Total Wine."
"Seagram's 7 Blended American Whiskey - 750ml","","","14.99","10.79","https://winetoship.com/products/seagrams-blended-american-whiskey-7-crown-750ml","11.99","https://www.totalwine.com/spirits/american-whiskey/seagrams-7/p/2872750","19.98","https://atozbev.com/products/seagrams-7-crown-blended-whiskey-750ml","4.2","3.0","Prices from search results: $10.79[3], $11.54 Walmart[6], $11.99 Total Wine[8], $12.99[5], $13.99[7], $15[1], $19.98 (discounted from $24.99)[4]. No prices found from Amazon, Vivino, or Liquor.com. Averages ~$13-14/750ml[2]. Current as of search data."
"Russell’s Reserve Bourbon 2003 16-Year Whiskey - 750ml","","","949.99","399.99","https://raretequilas.com/products/russells-reserve-2003-16-yr-barrel-proof-bourbon-750ml","1299.99","https://www.thebarreltap.com/products/russells-reserve-2003-16-year-old-bourbon-whiskey","1299.99","https://www.thebarreltap.com/products/russells-reserve-2003-16-year-old-bourbon-whiskey","550.0","-350.0","No current listings found on Amazon, Total Wine, Vivino, or Liquor.com. Prices from secondary retailers: $399.99[8], $1299.99[3]. MSRP ~$250[1][2][4]; secondary market $550-650[1]. Limited availability."
"Russell's Reserve Bourbon 13-Year Whiskey - 750ml","","","659.99","349.99","https://www.thebarreltap.com/collections/russells-reserve","365","https://www.wine-searcher.com/find/russell+rsrv+barrelproof+thirteen+old+straight+bourbon+whisky+kentucky+usa","386.99","https://www.caskers.com/russell-s-reserve-13-year-old-kentucky-straight-bourbon-whiskey/","310.0","294.99","Prices from available retailers and aggregators (The Barrel Tap, Wine-Searcher avg, Caskers); no current listings found on Amazon, Total Wine, Vivino, or Liquor.com. Total Wine page exists but no price listed. Prices reflect 750ml bottle."
"Russell's Reserve 10 Year Old Bourbon - 750ml","","","49.99","30","https://thewhiskeyramble.com/2025/06/25/russells-reserve-10-year-ll-me-scoresheet-review/","47","https://www.wine-searcher.com/find/russell+rsrv+ten+old+straight+bourbon+whisky+kentucky+usa/1/usa","62","https://flaviar.com/products/russells-reserve-10-year-old-kentucky-straight-bourbon-whiskey-750","19.99","2.99","Prices from search results (ranges approximated to points; Total Wine under $45[7], no exact prices from Amazon/Vivino/Liquor.com; ex-tax avg $47[1]; Flaviar $61.99[2]; Caskers $49.99[6]; historical ~$35-38[3]; general $30-50[5], under $50-60[4])"
"Redwood Empire Pipe Dream - 750ml","","","45.99","35.99","https://www.bourbonguy.com/blog/2023/7/11/redwood-empire-pipe-dream-bourbon","55.99","https://unwindbottleshop.com/products/redwood-empire-pipe-dream-101-bourbon-750ml","65.99","https://www.caskers.com/redwood-empire-pipe-dream-cask-strength-bourbon-whiskey/","10.0","-10.0","Prices from various retailers; Total Wine lists product but no price in snippet. Averages noted: $35 and $72 ex-tax. Variants include standard (90 proof ~$36-50), 101 proof ($56), cask strength ($66)."
"Redwood Empire Lost Monarch - 750ml","","","45.99","33.99","https://www.caskers.com/redwood-empire-lost-monarch-blended-straight-whiskey/","36","https://www.wine-searcher.com/find/redwood+empire+lost+monarch+blend+straight+whisky+sonoma+county+north+coast+california+usa","38.99","https://haskells.com/redwood-empire-lost-monarch-whiskey-750ml/","12.0","9.99","Prices from available retailers (Caskers $33.99, Wine-Searcher avg $36 ex-tax, Haskell's $38.99); no current listings found on Amazon, Total Wine, Vivino, or Liquor.com. Excludes cask strength variant ($99.99) as it differs from standard 90 proof blend."
"Redwood Empire Emerald Giant Rye - 750ml","","","45.99","29.99","https://www.binnys.com/spirits/whiskey/redwood-empire-emerald-giant-rye-whiskey-980537/","40.0","https://caskstore.com/products/redwood-empire-emerald-giant-rye-750-ml","41.99","https://www.totalwine.com/spirits/american-whiskey/rye-whiskey/redwood-empire-emerald-giant-rye-whiskey/p/184408750","16.0","5.99","Prices from search results: Binny's $29.99[8], Caskers $34.99[4], Cask Store $40[3], Total Wine $41.99[6]. No prices found from Amazon, Vivino, or Liquor.com. Median calculated from available retailer prices ($29.99, $34.99, $40, $41.99). Some results show cask strength variant or avg prices excluded."
"Redbreast Single Pot Still Lustau Edition Irish Whiskey Sherry Finish - 750ml","","","73.99","83","https://www.wine-searcher.com/find/red+breast+lustau+edition+sherry+single+pot+still+whisky+county+cork+ireland","87.99","https://www.caskers.com/redbreast-lustau-edition-single-pot-still/","90.99","https://www.haskells.com/redbreast-lustau-edition-irish-whiskey-750ml/","-9.01","-14.0","Prices from search results: Wine-Searcher avg $83 ex-tax[1], WhiskyMates $83.32[2], Caskers $87.99[7], Haskells $90.99[4]. No direct prices found from Amazon, Total Wine, Vivino, or Liquor.com in results; Total Wine link lacks explicit price[5]."
"Rebel Yell Kentucky Straight Bourbon Whiskey - 750ml","","","17.99","21.96","https://winepalacemi.com/products/rebel-yell-bourbon-kentucky-100pf-750-ml","35.99","https://winetoship.com/products/rebel-yell-100-kentucky-straight-bourbon-whiskey-750-ml","49.99","https://www.marketviewliquor.com/product/rebel-yell-cask-strength-single-barrel-kentucky-straight-bourbon-whiskey-750-ml","-3.97","-18.0","Prices from various retailers for 750ml bottles matching or closely resembling 'Rebel Yell Kentucky Straight Bourbon Whiskey'. No direct prices found from Amazon, Vivino, or Liquor.com in results. Some listings may be variants (e.g., cask strength for highest); Total Wine review implies under $20 but no exact price[10]."
"Proper Twelve Irish Whiskey - 750ml","","","29.99","18.0","https://flaviar.com/products/proper-no-twelve-irish-whiskey-750","28.99","https://applejack.com/Proper-Twelve-Irish-Whiskey-750-ml","34.99","https://kosherwinedirect.com/products/proper-twelve-irish-whiskey-750ml","11.99","1.0","Prices from search results (ex-tax where noted); none directly from Amazon, Total Wine, Vivino, or Liquor.com. Sorted from available 750ml listings: $18 (Flaviar), $26.99 (Liquor Cave), $28.99 (multiple), $34.99 (multiple)."
"Parker's Heritage Wheat Whisky Aged 11 Years - 750ml","","","1399.99","634","https://www.wine-searcher.com/find/parker+heritage+collection+eleven+t+h+edition+old+single+barrel+straight+bourbon+whisky+kentucky+usa/1/usa-ma","899","https://bestbuyliquors.com/parkers-heritage-11yr-collection-bourbon","1299","https://qualityliquorstore.com/products/parkers-heritage-11-year-old-wheat-whiskey","765.99","500.99","Prices from various online retailers; Wine-Searcher avg ex-tax. No direct prices found from Amazon, Total Wine, Vivino, or Liquor.com. Some results may refer to slightly varying editions (e.g., bourbon vs wheat, 11th vs 15th collection)."
"Parker's Heritage Collection 16th Edition Double Barrel Blend - 750ml","","","695.99","174.99","https://blog.kysupplyco.com/parkers-heritage-16th-edition-double-barreled-blend-bourbon-release-price-review-proof/","846.99","https://www.caskers.com/parker-s-heritage-collection-16th-edition-double-barreled-blend-kentucky-straight-burbon-whiskey/","998.99","https://www.oakandbarrelnyc.com/product/parkers-heritage-16th-edition-double-barreled-blend-bourbon-whiskey-750ml/","521.0","-151.0","Prices from secondary market retailers; MSRP $174.99[1][4]. No current listings found on Amazon, Total Wine, Vivino, or Liquor.com. Retailer prices: Oak & Barrel $998.99[2], Liquorexpress $973.88[3], Caskers $846.99[7], Keg N Bottle $799.99[5]. Median calculated from available online retailer prices excluding MSRP."
"Parker's Heritage Bourbon Finished in Orange Curaçao Barrels - 750ml","","","659.99","449.99","https://www.hitimewine.net/parkers-heritage-12th-edition-55-750ml-7yr-bourbon-finished-four-months-in-orange-curacao-barrels-114453","599.99","https://canawineco.com/products/2018-parkers-heritage-collection-12th-edition-orange-curacao-barrel-finished-bourbon-whiskey-750ml","999.99","https://www.grandwinecellar.com/products/parkers-heritage-barrel-finished-in-orange-curacao-barrels","210.0","60.0","Prices from available retailers (not limited to Amazon, Total Wine, Vivino, Liquor.com as none listed the product); lowest reflects sale price at Hi-Time Wine[2], median averaged from available listings[5], highest at Grand Wine Cellar[7]. No prices found on specified sites."
"Pappy Van Winkle's 20-Year Family Reserve - 750ml","","","2199.99","1999.99","https://bestbuyliquors.com/pappy-van-winkles-20yr","2599.99","https://whiskeycaviar.com/products/pappy-van-winkles-20-year-family-reserve","4500","https://www.wine-searcher.com/find/old+rip+van+winkel+pappy+fmly+rsrv+20+straight+bourbon+whisky+kentucky+usa","200.0","-400.0","Prices from available retailers; Total Wine, Amazon, Vivino, and Liquor.com had no listed prices in results. Lowest from Best Buy Liquors, median approximated from sale prices around $2600, highest avg ex-tax from Wine-Searcher. Some items on sale or backordered."
"Orphan Barrel Muckety Muck 25-Year-Old Single Grain Scotch Whisky - 750ml","","","269.99","249.99","https://theliquorbros.com/products/orphan-barrel-muckety-muck-25-year-scotch-whiskey","299.99","https://kegnbottle.com/products/muckety-muck-single-grain-scotch-whiskey-25-years-750-ml","346.99","https://lostnliquor.com/products/orphan-barrel-muckety-muck-25-year-single-grain-scotch-whisky","20.0","-30.0","Prices collected from available online retailers in search results. Amazon, Vivino, and Liquor.com were not included in search results. Only U.S. retailers with clear pricing were used. Price from Wine-Searcher (€265/$280 ex-tax) excluded due to tax exemption notation and currency conversion uncertainty."
"Orphan Barrel Muckety Muck 24-Year-Old Single-Grain Scotch Whisky - 750ml","","","269.99","219.99","https://theliquorstore.com/products/orphan-barrel-muckety-muck-single-grain-whiskey-24-year-750ml","269.99","https://www.oaksliquors.com/p/orphan-barrel-muckety-muck-24-year-old-single-grain-scotch-whisky","587.99","https://craftshack.com/products/copy-of-orphan-barrel-muckety-muck-single-grain-scotch-whisky-24-years","50.0","0.0","Prices from available retailers: $219.99 (theliquorstore.com)[8], $248.97 (flaskfinewines.com)[3], $269.99 (oaksliquors.com, discontinued)[4], $299.99 (sipwhiskey.com)[2], $587.99 (craftshack.com)[5]. No prices found on Amazon, Vivino, or Liquor.com. Total Wine lists product but no price[9]. Avg ex-tax $290 (wine-searcher.com)[1]."
"Orphan Barrel Muckety Muck 14-Year-Old Fable & Folly - 750ml","","","199.99","149.99","https://www.totalwine.com/spirits/american-whiskey/orphan-barrel-fable-folly-14-year-american-whiskey/p/244927750","199.99","https://theliquorstore.com/products/orphan-barrel-fable-folly-14-year-old-whiskey-750ml","349.99","https://www.nestorliquor.com/collections/orphan-barrel-co","50.0","0.0","Prices from Total Wine ($149.99)[3], theliquorstore ($199.99)[1], A1 Liquor ($189.99)[5], Caskers ($218.99)[8], rocwine ($239.99)[10], nestorliquor ($349.99)[6]. No prices found on Amazon, Vivino, or Liquor.com. Median calculated from available prices: 149.99, 189.99, 199.99, 218.99, 239.99, 349.99. Note: Product is Orphan Barrel Fable & Folly 14-Year, not Muckety Muck (which is 25yr)[6]. Prices may vary by location/availability; nestorliquor listed as sold out[6]."
"Orphan Barrel Copper Tongue 16-Year-Old Cask Strength Straight Bourbon Whisky - 750ml","","","249.99","249.99","https://sipsy.com/products/orphan-barrel-copper-tongue-16-year-old-cask-strength-straight-bourbon-whisky-750ml","299.99","https://liquorstars.com/products/orphan-barrel-copper-tongue-aged-16-years-cask-strength-bourbon-whiskey","699.99","https://qualityliquorstore.com/products/copper-tongue-16-year-cask-strength-bourbon-750ml","0.0","-50.0","Prices from available retailers (Sipsy, Quality Liquor Store, Liquor Stars); no current listings found on Amazon, Total Wine, Vivino, or Liquor.com. MSRP was $100 in 2021. Average ex-tax price $320."
"On the Rocks Old Fashioned, - 375ml","","","13.99","7.99","https://www.haggen.com/shop/product-details.960488478.html","14.39","https://bottlestork.com/products/on-the-rocks-old-fashioned-375ml","15.99","https://www.haggen.com/shop/product-details.960488478.html","6.0","-0.4","Prices from Haggen ($7.99 sale, $15.99 original), BottleStork ($14.39). No prices found from Amazon, Total Wine, Vivino, or Liquor.com. Walmart lists 84.5¢/fl oz (~$10.20 for 375ml) but not confirmed total. Other sites lack explicit prices."
"Old Forester 1897 Bottled in Bond - 750ml","","","64.99","49.46","https://specsonline.com/shop/spirits/old-forester-1897-6-case/","55","https://www.wine-searcher.com/find/old+forester+1897+bottled+bond+straight+bourbon+whisky+kentucky+usa","60.99","https://mensjournalspirits.com/products/old-forester-1897-bottled-in-bond-750-ml","15.53","9.99","Prices from Spec's ($49.46), Flaviar ($49.99-$52.99), Wine-Searcher avg ($54-$55 ex-tax), Spirits Network ($56.72), Men's Journal ($60.99). No direct prices found from Amazon, Total Wine, Vivino, or Liquor.com in results; ex-tax prices excluded from extremes."
"Old Forester 1870 Original Batch - 750ml","","","54.99","43.99","https://flaviar.com/products/old-forester-1870-original-batch-750","47.99","https://kegnbottle.com/products/old-forester-1870-original-batch-bourbon-750-ml","55.99","https://cwspirits.com/products/old-forester-original-batch-750-ml","11.0","7.0","Prices from search results (Flaviar $43.99-$45.99, Keg N Bottle $47.99, CW Spirits $55.99); no prices found on Amazon, Total Wine, Vivino, or Liquor.com in results. Sorted from available retailer prices."
"Old Fitzgerald Bottled-In-Bond 9-Year Bourbon - 750ml","","","239.99","299.99","https://prizefighterbottleshop.com/products/old-fitzgerald-9-year-bottled-in-bond-bourbon-spring-2025","329.99","https://raretequilas.com/products/old-fitzgerald-bottled-in-bond-9-year-bourbon-whiskey-2025-spring-release","380.99","https://www.caskers.com/old-fitzgerald-9-year-old-bottled-in-bond-straight-bourbon-whiskey/","-60.0","-90.0","Prices from secondary market retailers for Spring 2025 release (750ml assumed). No current listings found on Amazon, Total Wine, Vivino, or Liquor.com. Avg ex-tax price ~$483-485 per Wine-Searcher.[1][2]"
"Old Charter French Oak Kentucky Straight Bourbon Whiskey (2021 Release) - 750ml","","","299.99","53.77","https://www.tippleandluxe.com/product/old-charter-french-oak-kentucky-straight-bourbon-whiskey-2021-release-750-ml/","299.99","https://sipsy.com/products/old-charter-french-oak-kentucky-straight-bourbon-whiskey-2021-release-750ml","479.0","https://flaviar.com/collections/old-charter","246.22","0.0","Prices from matching 2021 French Oak release listings; median calculated from available specific matches (53.77, 299.99, 479.00). No exact matches found on Amazon, Total Wine, Vivino, or Liquor.com; other results are regular Old Charter variants."
"Oban Distillers’ Edition Single Malt Scotch Whisky - 750ml","","","179.99","99.99","https://kegnbottle.com/products/oban-distillers-edition-double-matured-single-malt-scotch-whisky-750-ml","129.96","https://astorwines.com/item/45471","179.99","https://cwspirits.com/products/oban-distiller-edition","80.0","50.03","Prices from search results; no direct matches from Amazon, Vivino, or Liquor.com. Total Wine [9] lists product but no price in snippet. Average $261 noted on Wine-Searcher [2] but not used for extrema."
"Oban 18 Year Old Single Malt Scotch Whisky - 750ml","","","179.99","162.14","https://www.reservebar.com/collections/oban","179.99","https://cwspirits.com/collections/oban-single-malt","499.99","https://rancholiquoronline.com/products/oban-18-years-single-malt-scotch-whisky-limited-edition-750ml","17.85","0.0","Prices from search results; lowest and median from general retailers (ReserveBar, CWS), highest from limited edition (Rancho Liquor). Specified retailers (Amazon, Total Wine, Vivino, Liquor.com) not in results. Minibar prices: $179.99-$209.95."
"Oban 10 Year Old Coastal Orchard Single Malt Scotch Whisky - 750ml","","","109.99","33.47","https://parkbeverage.com/shop/product/oban-coastal-orchard-year-old-special-release/66f4b912f36cb14e4f7cdafa?option-id=9991fc1a49965c83013c5914108734520b2e27d915be4e0fe7b760ecef67aef2","132","https://www.wine-searcher.com/find/oban+spc+natural+cask+strength+ten+old+single+malt+scotch+whisky+highlands+scotland/2024","131.99","https://www.caskers.com/oban-coastal-orchard-10-year-old-special-release-2024-single-malt-scotch-whisky/","76.52","-22.01","Prices from search results; Total Wine, Amazon, Vivino, Liquor.com had no specific prices listed. Lowest may be introductory or require address. Average ex-tax ~$132[1]."
"Nikka Coffey Grain Whisky - 750ml","","","69.99","58.99","https://www.hiproof.com/products/nikka-coffey-grain-japanese-whisky","68","https://www.wine-searcher.com/find/nikka+coffee+grain+whisky+japan","76.99","https://kegnbottle.com/products/nikka-coffey-grain-whisky-750-ml","11.0","1.99","Prices from available retailers (HiProof $58.99 sale, Caskers $58.99, Wine-Searcher avg $68/$77 ex-tax, Keg N Bottle $76.99). Total Wine, Amazon, Vivino, Liquor.com lacked explicit prices in results."
"Nelson's Green Brier Tennessee Sour Mash Whiskey - 750ml","","","49.99","24.99","https://flaviar.com/products/nelsons-green-brier-tennessee-whiskey-750","29.99","https://kegnbottle.com/products/nelsons-green-brier-tennessee-sour-mash-whiskey-750-ml","33","https://www.wine-searcher.com/find/nelson+green+briar+hand+made+sour+mash+whisky+tennessee+usa","25.0","20.0","Prices from available retailers (Keg N Bottle $29.99[3], Binny's $29.99[5], Sunset Liquor $34.99[7], Flaviar $24.99 member/$32.99[6], Wine-Searcher avg $33 ex-tax[1]). No prices found on Amazon, Vivino, or Liquor.com. Total Wine listed without price[9]. Lowest uses member price."
"Monkey Shoulder Blended Malt Scotch Whisky - 750ml","","","38.99","22.99","https://www.remedyliquor.com/products/monkey-shoulder-blended-scotch-whisky-750ml","33","https://www.wine-searcher.com/find/monkey+shoulder+the+original+batch+27+blend+malt+scotch+whisky+speyside+scotland","38.49","https://www.marketviewliquor.com/product/spirit/monkey-shoulder-blended-malt-scotch-whisky-750ml","16.0","5.99","Prices from search results: Remedy Liquor $22.99[4], ABCFWS $32.99[7], Wine-Searcher avg $33/34[1], Wine Anthology $35.99[2], Marketview $38.49[3]. No prices found from Amazon, Vivino, or Liquor.com; Total Wine [8] lacks specific price."
"Michter's Sour Mash Whiskey - 750ml","","","52.99","36.99","https://www.thebarreltap.com/products/michter-s-us-1-sour-mash-whiskey-750ml","49.99","https://www.binnys.com/spirits/whiskey/michters-us-small-batch-sour-mash-whiskey-194813/","52","https://www.wine-searcher.com/find/michter+us+one+small+batch+sour+mash+whisky+usa","16.0","3.0","Prices from search results (ex-tax where noted); no current listings found from Amazon, Vivino, or Liquor.com. Toasted Barrel variant excluded as distinct product."
"Michter’s American Whiskey - 750ml","","","49.99","32.99","https://theliquorbros.com/collections/michters-whiskey","40.99","https://mensjournalspirits.com/products/michters-us-1-american-whiskey-750-ml","46.99","https://theliquorbros.com/collections/michters-whiskey","17.0","9.0","Prices from CraftShack ($39.99), Men's Journal Spirits ($40.99), Liquor Bros ($32.99-$46.99), Total Wine (price not listed in snippet). No direct prices found from Amazon, Vivino, or Liquor.com. Average ex-tax ~$47 per Wine-Searcher[1]."
"Michter's 10-Year Single Barrel Bourbon - 750ml","","","399.99","279.99","https://primavini.com/michters-10-year-single-barrel-straight-bourbon-whiskey/","449.99","https://kegnbottle.com/products/michters-single-barrel-10-year-old-bourbon-750-ml","749.99","https://whiskyandwhiskey.com/products/michters-single-barrel-10-year-old-bourbon-750ml","120.0","-50.0","Prices from various online retailers; Total Wine lists product but no price in snippet. Amazon, Vivino, Liquor.com not found in results. Average ex-tax ~$401[1]."
"Maker's Mark Wood Finishing Series Limited Release BRT-02 - 750ml","","","129.99","120.09","https://www.thebottleshoppe.com/product/maker-s-mark-wood-finishing-series-brt-02-2022-bourbon-whiskey-750ml/NCRME5HY5MPFKZFNLF5Z7PHF","139.99","https://www.liquoronbroadway.com/products/makers-mark-wood-finishing-series-brt-02-2022-release","199.99","https://liquorfreight.com/products/makers-mark-wood-finishing-series-limited-release-2022-brt-02-straight-bourbon-whiskey-750ml","9.9","-10.0","Prices from various online retailers; none directly from specified sites (Amazon, Total Wine, Vivino, Liquor.com). Lowest and median rounded from available listings[5][3]; highest exact[4]. Prices exclude tax/shipping."
"Maker's Mark Wood Finishing Series Limited Release BRT-01 - 750ml","","","129.99","120.09","https://www.thebottleshoppe.com/product/maker-s-mark-wood-finishing-series-brt-01-2022-bourbon-whiskey-750ml/25E7VH5HKTWRQDGPMTDLLWDR","149.99","https://balboastaphouse.com/products/makers-mark-wood-finishing-series-2022-limited-release-brt-01","259.99","https://canawineco.com/collections/makers-mark/products/2022-makers-mark-brt-01-wood-finishing-series-limited-release-kentucky-straight-bourbon-whisky-750ml","9.9","-20.0","Prices from various online retailers; none directly from specified sites (Amazon, Total Wine, Vivino, Liquor.com). Walmart listing lacks clear price. Average ex-tax $159[1]."
"Macallan Rare Cask Black - 750ml","","","899.99","290","https://compare.thewhiskeywash.com/prices/united-states-of-america/the-macallan-rare-cask-price","310","https://compare.thewhiskeywash.com/prices/united-states-of-america/the-macallan-rare-cask-price","330","https://compare.thewhiskeywash.com/prices/united-states-of-america/the-macallan-rare-cask-price","609.99","589.99","Prices from comparison site (Mission Liquor $290, Wooden Cork $310, Liquor Barn $330); no current listings found on Amazon, Total Wine, Vivino, or Liquor.com. Total Wine page lacks price. Variant is Rare Cask (standard), not explicitly 'Black' in all sources, though [3] confirms Black at $577 for 700ml."
"Macallan Rare Cask 2022 - 750ml","","","359.99","289.99","https://www.a1liquor.com/macallan-2022-rare-cask-750ml/","362.99","https://unwindbottleshop.com/products/macallan-scotch-whiskey-rare-cask-750ml","398","https://www.wine-searcher.com/find/the+macallan+rare+cask+single+malt+scotch+whisky+speyside+highlands+scotland/2022","70.0","-3.0","Prices from available retailers and aggregators; no listings found on Amazon, Total Wine, Vivino, or Liquor.com. Lowest and median from direct retailers, highest from 2022-specific average ex-tax on Wine-Searcher. $52.99 on Flaviar appears erroneous."
"The Macallan Harmony Collection Intense Arabica Scotch Whisky - 750ml","","","189.99","178.99","https://www.caskers.com/the-macallan-harmony-collection-inspired-by-intense-arabica-single-malt-scotch-whisky/","226","https://www.wine-searcher.com/find/the+macallan+harmony+collection+intense+arabica+single+malt+scotch+whisky+highlands+speyside+scotland","256.5","https://cwspirits.com/products/the-macallan-the-harmony-collection-intense-arabica-750ml","11.0","-36.01","Prices from various online retailers; none directly from Amazon, Total Wine, Vivino, or Liquor.com in results. Lowest from Caskers, avg/median from Wine-Searcher, highest sale from CW Spirits. Some items unavailable or on sale."
"Macallan 18-Year-Old Sherry Oak Cask Single Malt Scotch Whisky - 750ml","","","499.99","349.89","https://bestbuyliquors.com/macallan-18yr","580","https://www.wine-searcher.com/find/the+macallan+eighteen+old+sherry+oak+single+malt+scotch+whisky+speyside+highlands+scotland","1266","https://www.wine-searcher.com/find/the+macallan+eighteen+old+sherry+oak+single+malt+scotch+whisky+speyside+highlands+scotland/1/usa-in-y","150.1","-80.01","Prices from search results; Total Wine [9] lacks specific price. Lowest from Best Buy Liquors, avg ex-tax from Wine-Searcher US [3][7]. Other retailers like Amazon, Vivino, Liquor.com not in results. $86.90 [4] likely 12yr error."
"Lagavulin Distillers Edition 15-Year-Old Islay Single Malt Scotch Whisky - 750ml","","","159.99","111.99","https://www.caskers.com/lagavulin-distillers-edition-single-malt-scotch-whisky/","141","https://www.wine-searcher.com/find/lagavulin+the+distil+edition+double+single+malt+scotch+whisky+islay+scotland/1/usa","159.99","https://sipsy.com/products/lagavulin-distillers-edition-15-year-islay-single-malt-scotch-whisky-750ml","48.0","18.99","Prices from available retailers (no direct matches from Amazon, Total Wine, Vivino, or Liquor.com); Wine-Searcher avg $141-$147 ex-tax; Caskers $111.99; Sipsy $159.99. Club prices excluded."
"Knob Creek Bourbon & Rye Whiskey - 750ml","","","44.99","43","https://www.wine-searcher.com/find/knob+creek+bourbon+x+rye+blend+straight+whisky+kentucky+usa/1/usa-co","45","https://www.breakingbourbon.com/review/knob-creek-bourbon-x-rye","62.99","https://shopwinedirect.com/knob-creek-bourbon-x-rye-blended-straight-whiskeys-750ml.html","1.99","-0.01","Prices from search results (MSRP ~$45, Total Wine $48.99); no direct prices from Amazon, Vivino, or Liquor.com. Lowest and median are averages/ex-tax from Wine-Searcher; highest is listed MSRP from retailer."
"Knob Creek Bourbon 18-Year 100 Proof - 750ml","","","349.99","380.0","https://cwspirits.com/products/knob-creek-18-year-750ml","399.95","https://winechateau.com/products/knob-creek-18-year-old-bourbon","349.99","https://sipsy.com/products/knob-creek-bourbon-18yr-100-proof-750ml","-30.01","-49.96","Prices from online retailers (not limited to specified sites): Country Wine & Spirits ($380 sale), Wine Chateau ($399.95 sale), Sipsy ($349.99). No current listings found on Amazon, Total Wine, Vivino, or Liquor.com. Secondary prices may be higher; MSRP ~$170."
"Kikori Blended Whiskey - 750ml","","","55.99","43.99","https://www.marketviewliquor.com/product/kikori-japanese-whiskey-750ml","47.99","https://kegnbottle.com/products/kikori-the-woodsman-japanese-whiskey-750ml","55.99","https://sipsy.com/products/kikori-blended-whiskey-750-ml","12.0","8.0","Prices from various online retailers; no prices found on Amazon, Total Wine, Vivino, or Liquor.com in search results. Average ex-tax price $47[3]. Total Wine lists product but no price[9]."
